,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4398,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5.449759909162149
4399,6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5.946803627984305
4400,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5.723152204283945
4401,7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.96,12.1,6.393736733777913
4402,6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3,6.155460694240317
4403,5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,3.19,0.42,9.733333333,5.284539675099439
4404,5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5.931156260279954
4405,5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5.274964707136162
4406,6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7.074276059722564
4407,6.3,0.19,0.32,2.8,0.046,18.0,80.0,0.99043,2.92,0.47,11.05,6.688921950144458
4408,5.7,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5.702290971675079
4409,6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7.3074027713439005
4410,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.733333333,5.566187244905106
4411,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,7.681308675924106
4412,7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7.154130067139462
4413,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,7.244088436434956
4414,7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7.609688574716963
4415,6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.99824,3.08,0.5,9.1,5.547187238200718
4416,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.75,5.802950803596496
4417,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6.025640239971598
4418,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6.534078659247531
4419,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6.938530017582176
4420,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6.335132100063674
4421,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6.736231691760392
4422,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6.1415513833791415
4423,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6.821654919213362
4424,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6.922618604977919
4425,6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,3.22,0.49,9.9,6.3670821307862004
4426,6.2,0.21,0.52,6.5,0.047,28.0,123.0,0.99418,3.22,0.49,9.9,6.078621056563303
4427,6.3,0.32,0.26,12.3,0.044,24.0,205.0,0.99611,3.11,0.58,9.9,5.3454594047511215
4428,6.9,0.44,0.27,5.0,0.038,33.0,166.0,0.99124,3.2,0.42,12.2,6.457704730676533
4429,6.1,0.31,0.34,2.8,0.042,59.5,162.0,0.99179,3.27,0.47,10.8,6.96481632004355
4430,8.1,0.36,0.59,13.6,0.051,60.0,134.0,0.99886,2.96,0.39,8.7,5.121146443179915
4431,6.6,0.38,0.28,2.8,0.043,17.0,67.0,0.98924,3.21,0.47,13.2,6.2795487612334835
4432,6.7,0.24,0.26,5.4,0.03,15.0,94.0,0.99045,3.15,0.38,12.7,6.356334421445613
4433,6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.9969,3.21,0.44,9.4,5.186278699118195
4434,7.2,0.24,0.24,1.7,0.045,18.0,161.0,0.99196,3.25,0.53,11.2,6.167125579719042
4435,6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.33333333,6.015376599034473
4436,6.7,0.28,0.28,4.5,0.051,14.0,92.0,0.99224,3.36,0.58,11.9,6.405904284576099
4437,6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.35,6.718584663140912
4438,6.1,0.21,0.19,1.4,0.046,51.0,131.0,0.99184,3.22,0.39,10.5,5.38240740443307
4439,7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.99428,3.09,0.49,9.8,5.5586663249164605
4440,6.7,0.34,0.31,16.4,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,5.915012084799077
4441,6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.98918,3.16,0.37,12.4,6.0271695430370045
4442,6.7,0.34,0.31,16.4,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,5.046847129941624
4443,7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.99428,3.09,0.49,9.8,5.5065349568002535
4444,5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,6.717471325003755
4445,5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,6.675828396666982
4446,4.4,0.46,0.1,2.8,0.024,31.0,111.0,0.98816,3.48,0.34,13.1,6.374670325439621
4447,6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5,6.010155348815227
4448,7.3,0.3,0.25,2.5,0.045,32.0,122.0,0.99329,3.18,0.54,10.3,5.595784308261373
4449,6.4,0.28,0.22,12.8,0.039,51.0,150.0,0.99535,3.23,0.43,10.7,6.9706205754507735
4450,6.9,0.29,0.25,12.2,0.04,29.0,136.0,0.99552,3.05,0.65,10.4,6.539507334341227
4451,6.3,0.3,0.19,7.7,0.049,47.0,184.0,0.99514,3.22,0.48,9.5,5.4566752624904264
4452,6.3,0.39,0.22,2.8,0.048,53.0,173.0,0.99304,3.24,0.45,9.8,5.230316013823904
4453,6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5,6.793087732083774
4454,6.6,0.18,0.26,17.3,0.051,17.0,149.0,0.9984,3.0,0.43,9.4,6.626774604294012
4455,6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5.366287774673398
4456,6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5.4634918367464795
4457,6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5.043422960519779
4458,6.6,0.35,0.26,2.7,0.045,19.0,129.0,0.98952,3.24,0.48,13.0,7.683704404700363
4459,5.9,0.22,0.18,6.4,0.041,28.0,120.0,0.99403,3.27,0.5,9.9,5.677736189620091
4460,6.6,0.18,0.26,17.3,0.051,17.0,149.0,0.9984,3.0,0.43,9.4,6.670158730063725
4461,7.7,0.28,0.24,2.4,0.044,29.0,157.0,0.99312,3.27,0.56,10.6,6.191134332680919
4462,7.1,0.42,0.2,2.8,0.038,28.0,109.0,0.98968,3.23,0.47,13.4,6.49500964437755
4463,6.7,0.32,0.32,1.7,0.031,31.0,114.0,0.98946,3.12,0.35,12.5,6.345745046132578
4464,6.6,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,5.833121743104611
4465,6.6,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,5.157483298988825
4466,6.2,0.32,0.24,4.1,0.051,34.0,149.0,0.99306,3.36,0.52,11.0,5.139458674456734
4467,6.3,0.25,0.27,6.6,0.054,40.0,158.0,0.99378,3.2,0.48,10.3,5.7619879490423696
4468,6.2,0.21,0.24,1.2,0.051,31.0,95.0,0.99036,3.24,0.57,11.3,6.743901167265818
4469,6.4,0.23,0.27,2.1,0.042,35.0,100.0,0.99094,3.03,0.63,10.9,6.201591682820674
4470,4.7,0.145,0.29,1.0,0.042,35.0,90.0,0.9908,3.76,0.49,11.3,6.064842619991774
4471,6.2,0.2,0.28,1.1,0.039,24.0,78.0,0.9899,3.36,0.47,12.1,6.400020397279627
4472,7.0,0.28,0.28,1.4,0.039,12.0,83.0,0.99173,3.18,0.65,11.1,5.969044339799535
4473,7.1,0.36,0.2,1.6,0.271,24.0,140.0,0.99356,3.11,0.63,9.8,5.34623338947862
4474,5.7,0.25,0.22,9.8,0.049,50.0,125.0,0.99571,3.2,0.45,10.1,6.647211327434869
4475,5.7,0.22,0.33,1.9,0.036,37.0,110.0,0.98945,3.26,0.58,12.4,6.273077324451347
4476,6.0,0.2,0.38,1.3,0.034,37.0,104.0,0.98865,3.11,0.52,12.7,6.237611431059443
4477,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6,5.323448734939588
4478,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6,5.019767784111217
4479,6.0,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46,9.1,5.723564402582613
4480,5.9,0.22,0.45,22.6,0.12,55.0,122.0,0.99636,3.1,0.35,12.8,5.7180069008342995
4481,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6,5.633731649168869
4482,6.2,0.3,0.33,3.5,0.037,37.0,155.0,0.98987,3.18,0.37,12.4,6.5722260531695555
4483,5.8,0.28,0.18,1.2,0.058,7.0,108.0,0.99288,3.23,0.58,9.55,4.275431423830241
4484,5.8,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46,9.1,5.766165476030305
4485,6.7,0.31,0.33,2.0,0.033,12.0,74.0,0.99064,3.29,0.65,12.5,6.019842801379328
4486,6.4,0.15,0.25,7.8,0.05,13.0,68.0,0.99394,3.16,0.4,9.9,6.62382972713326
4487,6.4,0.13,0.28,0.9,0.045,32.0,87.0,0.99175,3.47,0.52,11.2,6.671720241895364
4488,6.7,0.48,0.49,2.9,0.03,28.0,122.0,0.98926,3.13,0.4,13.0,6.861770084165747
4489,6.7,0.48,0.49,2.9,0.03,28.0,122.0,0.98926,3.13,0.4,13.0,6.9324772328927216
4490,5.8,0.3,0.33,3.5,0.033,25.0,116.0,0.99057,3.2,0.44,11.7,6.249159577010443
4491,6.1,0.28,0.23,4.2,0.038,13.0,95.0,0.98898,2.97,0.7,13.1,6.7713389255243435
4492,6.0,0.19,0.37,9.7,0.032,17.0,50.0,0.9932,3.08,0.66,12.0,6.9983117556029315
4493,6.8,0.31,0.25,10.5,0.043,30.0,165.0,0.9972,3.36,0.55,10.55,6.53940136233966
4494,7.5,0.24,0.29,1.1,0.046,34.0,84.0,0.9902,3.04,0.39,11.45,6.101938124642636
4495,6.8,0.23,0.39,16.1,0.053,71.0,194.0,0.9988,3.18,0.64,10.2,6.918488667110973
4496,7.5,0.24,0.29,1.1,0.046,34.0,84.0,0.9902,3.04,0.39,11.45,6.388594987946258
4497,6.3,0.29,0.3,8.1,0.212,60.0,150.0,0.9958,3.1,0.4,9.3,5.273107947284911
4498,6.8,0.2,0.25,6.2,0.052,22.0,106.0,0.9935,3.09,0.54,10.8,5.167861378115926
4499,5.2,0.38,0.26,7.7,0.053,20.0,103.0,0.9925,3.27,0.45,12.2,6.661756856266264
4500,7.8,0.27,0.33,2.4,0.053,36.0,175.0,0.992,3.2,0.55,11.0,6.643291875921734
4501,6.6,0.54,0.21,16.3,0.055,41.0,182.0,0.9986,3.35,0.54,10.4,6.603194130669533
4502,7.1,0.25,0.31,2.3,0.05,32.0,156.0,0.9914,3.14,0.51,11.4,6.081486480927264
4503,5.8,0.61,0.01,8.4,0.041,31.0,104.0,0.9909,3.26,0.72,14.05,7.173944592945924
4504,6.5,0.32,0.23,8.5,0.051,20.0,138.0,0.9943,3.03,0.42,10.7,5.313257051276278
4505,6.4,0.28,0.23,6.0,0.051,50.0,162.0,0.994,3.15,0.52,10.2,5.9559076751238065
4506,6.6,0.19,0.28,1.1,0.044,38.0,100.0,0.9904,3.22,0.69,11.2,6.529711702915423
4507,5.1,0.305,0.13,1.75,0.036,17.0,73.0,0.99,3.4,0.51,12.33333333,5.306108666751362
4508,5.8,0.26,0.3,2.6,0.034,75.0,129.0,0.9902,3.2,0.38,11.5,4.438889690927658
4509,6.7,0.23,0.17,1.3,0.061,14.0,100.0,0.9925,3.07,0.55,9.5,5.43465782354631
4510,6.8,0.33,0.3,2.1,0.047,35.0,147.0,0.9886,3.24,0.56,13.4,6.408470565274704
4511,6.1,0.27,0.32,1.1,0.034,24.0,110.0,0.9898,3.36,0.4,12.5,6.809496085960532
4512,6.1,0.27,0.32,1.1,0.034,24.0,110.0,0.9898,3.36,0.4,12.5,6.541439214949794
4513,6.8,0.4,0.29,2.8,0.044,27.0,97.0,0.9904,3.12,0.42,11.2,6.41240377087448
4514,6.1,0.4,0.18,9.0,0.051,28.5,259.0,0.9964,3.19,0.5,8.8,5.104588656251335
4515,7.1,0.28,0.26,2.8,0.039,50.0,118.0,0.9908,3.06,0.59,11.2,6.517503812482323
4516,6.2,0.32,0.32,2.2,0.036,15.0,70.0,0.9899,3.16,0.48,12.7,6.185335924021755
4517,6.8,0.17,0.17,5.1,0.049,26.0,82.0,0.993,3.0,0.38,9.8,6.28950810972176
4518,9.0,0.2,0.33,3.5,0.049,10.0,40.0,0.9944,3.14,0.36,9.8,6.223016890170031
4519,5.8,0.13,0.22,12.7,0.058,24.0,183.0,0.9956,3.32,0.42,11.7,6.241660061957985
4520,5.8,0.31,0.31,7.5,0.052,55.0,230.0,0.9949,3.19,0.46,9.8,5.283304828048605
4521,6.3,0.36,0.2,2.0,0.048,48.0,191.0,0.9929,3.17,0.51,9.6,5.136049178733273
4522,9.0,0.2,0.33,3.5,0.049,10.0,40.0,0.9944,3.14,0.36,9.8,6.673910421476348
4523,6.7,0.18,0.25,14.3,0.048,79.0,149.0,0.9975,3.12,0.37,9.7,5.9280995008101645
4524,6.6,0.16,0.25,9.8,0.049,59.5,137.0,0.995,3.16,0.38,10.0,6.018772085713014
4525,5.8,0.13,0.22,12.7,0.058,24.0,183.0,0.9956,3.32,0.42,11.7,6.408513973905827
4526,5.8,0.27,0.22,12.7,0.058,42.0,206.0,0.9946,3.32,0.38,12.3,6.2653065890266
4527,6.8,0.17,0.17,5.1,0.049,26.0,82.0,0.993,3.0,0.38,9.8,6.172826088215231
4528,6.4,0.37,0.19,3.5,0.068,18.0,101.0,0.9934,3.03,0.38,9.0,6.867446700251408
4529,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6.805680346999322
4530,7.3,0.28,0.54,12.9,0.049,62.0,162.5,0.9984,3.06,0.45,9.1,6.9519744345203245
4531,7.3,0.28,0.54,12.9,0.049,62.0,162.5,0.9984,3.06,0.45,9.1,6.938592230238021
4532,5.8,0.12,0.21,1.3,0.056,35.0,121.0,0.9908,3.32,0.33,11.4,6.951024749107468
4533,6.1,0.25,0.18,10.5,0.049,41.0,124.0,0.9963,3.14,0.35,10.5,5.808249640418538
4534,6.4,0.24,0.27,1.5,0.04,35.0,105.0,0.98914,3.13,0.3,12.4,6.5528993539815
4535,7.3,0.26,0.53,12.7,0.047,60.5,156.0,0.9984,3.06,0.45,9.1,6.984839479729659
4536,7.3,0.28,0.54,12.9,0.049,62.0,152.0,0.9984,3.06,0.45,9.1,6.427431071149975
4537,8.3,0.18,0.37,1.2,0.049,6.0,94.0,0.9937,3.18,0.52,10.1,5.473714000282991
4538,7.1,0.09,0.3,6.2,0.032,24.0,134.0,0.993,2.99,0.39,10.9,6.391249506779101
4539,8.3,0.14,0.36,8.8,0.026,13.0,60.0,0.9956,3.13,0.35,11.05,5.091774852630777
4540,5.8,0.28,0.3,3.9,0.026,36.0,105.0,0.98963,3.26,0.58,12.75,6.440881540070755
4541,6.0,0.23,0.34,1.3,0.025,23.0,111.0,0.98961,3.36,0.37,12.7,6.71667055673618
4542,6.9,0.28,0.37,9.1,0.037,16.0,76.0,0.9948,3.05,0.54,11.1,5.361326179916446
4543,6.9,0.28,0.37,9.1,0.037,16.0,76.0,0.9948,3.05,0.54,11.1,5.89538686958264
4544,5.8,0.28,0.3,3.9,0.026,36.0,105.0,0.98963,3.26,0.58,12.75,6.35557093261531
4545,6.3,0.25,0.53,1.8,0.021,41.0,101.0,0.989315,3.19,0.31,13.0,6.082805922821758
4546,6.5,0.2,0.31,2.1,0.033,32.0,95.0,0.989435,2.96,0.61,12.0,6.181540259778794
4547,5.9,0.29,0.32,1.4,0.022,17.0,47.0,0.9899,3.35,0.35,11.5,6.008490427468468
4548,6.4,0.46,0.22,14.7,0.047,51.0,183.0,0.998275,3.39,0.6,10.5,5.393001659171493
4549,6.9,0.28,0.37,9.1,0.037,16.0,76.0,0.9948,3.05,0.54,11.1,5.720609476223064
4550,6.8,0.23,0.33,1.9,0.047,20.0,101.0,0.9914,3.1,0.46,11.1,6.6559894127177754
4551,7.0,0.23,0.32,1.8,0.048,25.0,113.0,0.9915,3.11,0.47,11.1,6.12041440107515
4552,6.4,0.55,0.26,9.6,0.027,20.0,104.0,0.9924,3.22,0.73,13.1,6.857057867705767
4553,5.7,0.28,0.3,3.9,0.026,36.0,105.0,0.98963,3.26,0.58,12.75,6.290490864132585
4554,6.0,0.23,0.34,1.3,0.025,23.0,111.0,0.98961,3.36,0.37,12.7,6.718750196181282
4555,6.8,0.45,0.3,11.8,0.094,23.0,97.0,0.997,3.09,0.44,9.6,5.144856186231257
4556,6.1,0.2,0.4,1.9,0.028,32.0,138.0,0.9914,3.26,0.72,11.7,5.49953192147475
4557,6.1,0.37,0.46,12.0,0.042,61.0,210.0,0.997,3.17,0.59,9.7,6.300332355982562
4558,5.9,0.21,0.23,7.9,0.033,22.0,130.0,0.9944,3.38,0.59,10.9,6.161330859178982
4559,6.9,0.22,0.32,9.3,0.04,22.0,110.0,0.9958,3.34,0.54,10.7,7.021840403438205
4560,5.4,0.27,0.22,4.6,0.022,29.0,107.0,0.98889,3.33,0.54,13.8,6.329480827782609
4561,6.0,0.26,0.26,2.2,0.035,10.0,72.0,0.989465,3.11,0.48,12.15,6.864807804558849
4562,5.6,0.18,0.3,10.2,0.028,28.0,131.0,0.9954,3.49,0.42,10.8,7.9495519331139555
4563,5.6,0.26,0.27,10.6,0.03,27.0,119.0,0.9947,3.4,0.34,10.7,7.0833757925167316
4564,7.0,0.23,0.35,1.4,0.036,31.0,113.0,0.9912,3.16,0.48,10.8,7.56197966648775
4565,5.8,0.28,0.66,9.1,0.039,26.0,159.0,0.9965,3.66,0.55,10.8,5.564661360623228
4566,8.6,0.36,0.26,11.1,0.03,43.5,171.0,0.9948,3.03,0.49,12.0,5.945580568469072
4567,5.8,0.28,0.66,9.1,0.039,26.0,159.0,0.9965,3.66,0.55,10.8,5.067750484410112
4568,6.4,0.3,0.27,4.4,0.055,17.0,135.0,0.9925,3.23,0.44,12.2,6.632814636969506
4569,6.2,0.2,0.32,2.8,0.05,17.0,126.0,0.9936,3.18,0.55,9.4,6.395920969663483
4570,5.8,0.29,0.15,1.1,0.029,12.0,83.0,0.9898,3.3,0.4,11.4,6.085878483019326
4571,5.7,0.22,0.28,1.3,0.027,26.0,101.0,0.98948,3.35,0.38,12.5,7.228886291279946
4572,5.6,0.22,0.32,1.2,0.024,29.0,97.0,0.98823,3.2,0.46,13.05,7.351569777200252
4573,6.8,0.32,0.23,3.3,0.026,31.0,99.0,0.9896,3.1,0.4,12.4,6.030639294764132
4574,6.2,0.2,0.26,9.7,0.03,39.0,102.0,0.9908,3.08,0.56,12.9,7.29496997467154
4575,6.1,0.35,0.24,2.3,0.034,25.0,133.0,0.9906,3.34,0.59,12.0,7.907804028395759
4576,5.9,0.3,0.29,1.1,0.036,23.0,56.0,0.9904,3.19,0.38,11.3,5.647564438608532
4577,6.3,0.15,0.34,11.4,0.05,25.0,96.0,0.99754,3.21,0.49,10.0,6.10253194959265
4578,4.8,0.13,0.32,1.2,0.042,40.0,98.0,0.9898,3.42,0.64,11.8,7.008590680881423
4579,6.0,0.2,0.26,14.7,0.045,53.0,125.0,0.998365,2.99,0.69,9.4,6.938946473553571
4580,5.7,0.2,0.24,13.8,0.047,44.0,112.0,0.99837,2.97,0.66,8.8,6.654871613763878
4581,6.0,0.27,0.26,1.3,0.038,32.0,138.0,0.99125,3.46,0.43,11.1,6.159246265397103
4582,6.3,0.37,0.51,6.3,0.048,35.0,146.0,0.9943,3.1,1.01,10.5,6.279018273765665
4583,6.4,0.23,0.37,7.9,0.05,60.0,150.0,0.99488,2.86,0.49,9.3,6.672502307780974
4584,5.9,0.34,0.25,2.0,0.042,12.0,110.0,0.99034,3.02,0.54,11.4,6.106850645427459
4585,5.0,0.33,0.23,11.8,0.03,23.0,158.0,0.99322,3.41,0.64,11.8,6.2573957956546655
4586,5.4,0.29,0.38,1.2,0.029,31.0,132.0,0.98895,3.28,0.36,12.4,6.71490549587853
4587,8.0,0.33,0.35,10.0,0.035,22.0,108.0,0.99457,3.12,0.36,11.6,6.151068178941804
4588,6.4,0.3,0.33,5.2,0.05,30.0,137.0,0.99304,3.26,0.58,11.1,5.4177930512121675
4589,5.4,0.29,0.38,1.2,0.029,31.0,132.0,0.98895,3.28,0.36,12.4,6.2525924471952585
4590,6.4,0.33,0.3,7.2,0.041,42.0,168.0,0.99331,3.22,0.49,11.1,6.2235282603544695
4591,7.0,0.33,0.78,9.9,0.042,21.0,251.0,0.99435,3.01,0.55,11.0,6.496454761163675
4592,6.7,0.45,0.3,5.3,0.036,27.0,165.0,0.99122,3.12,0.46,12.2,6.550113361258861
4593,6.5,0.36,0.31,13.55,0.053,20.0,113.0,0.99544,3.2,0.56,11.0,6.169556196797387
4594,5.8,0.42,0.3,2.2,0.035,26.0,129.0,0.989,3.32,0.47,12.9,6.242618038275073
4595,7.1,0.39,0.3,9.9,0.037,29.0,124.0,0.99414,3.07,0.42,10.9,6.974469812586814
4596,6.7,0.53,0.29,4.3,0.069,20.0,114.0,0.99014,3.22,0.59,13.4,6.298170681506607
4597,6.7,0.66,0.0,13.0,0.033,32.0,75.0,0.99551,3.15,0.5,10.7,6.496531156403216
4598,6.5,0.36,0.31,13.55,0.053,20.0,113.0,0.99544,3.2,0.56,11.0,6.240394048743824
4599,6.5,0.16,0.33,1.0,0.027,23.0,75.0,0.9908,3.3,0.39,11.4,7.171982220686421
4600,8.3,0.22,0.34,1.1,0.043,20.0,116.0,0.9927,3.0,0.47,10.2,6.386377935622214
4601,6.9,0.23,0.35,6.9,0.03,45.0,116.0,0.99244,2.8,0.54,11.0,6.165818106334167
4602,6.4,0.17,0.34,13.4,0.044,45.0,139.0,0.99752,3.06,0.43,9.1,6.556642311538494
4603,5.0,0.33,0.18,4.6,0.032,40.0,124.0,0.99114,3.18,0.4,11.0,6.184560013857335
4604,6.8,0.38,0.29,9.9,0.037,40.0,146.0,0.99326,3.11,0.37,11.5,6.483613784605257
4605,6.5,0.29,0.32,3.0,0.036,38.0,93.0,0.9906,3.16,0.59,12.0,6.075531254962627
4606,6.9,0.29,0.32,5.8,0.04,16.0,112.0,0.993,3.04,0.58,11.2,5.771316138864757
4607,6.6,0.28,0.3,12.9,0.033,31.0,177.0,0.99479,3.12,0.39,11.2,6.018358120221721
4608,6.2,0.36,0.27,3.2,0.032,13.0,73.0,0.98942,2.9,0.69,12.6,7.964328011227589
4609,6.0,0.615,0.04,0.8,0.032,8.0,50.0,0.99036,3.14,0.4,11.0,4.755458281798261
4610,5.9,0.44,0.36,2.5,0.03,12.0,73.0,0.99201,3.22,0.48,10.8,6.207944229381909
4611,5.9,0.42,0.36,2.4,0.034,19.0,77.0,0.99184,3.25,0.48,10.9,5.878226797541681
4612,5.8,0.34,0.21,7.2,0.041,48.0,146.0,0.99441,3.16,0.49,9.8,5.6219612412672415
4613,5.8,0.27,0.2,7.3,0.04,42.0,145.0,0.99442,3.15,0.48,9.8,5.717633889986277
4614,7.1,0.33,0.18,6.3,0.094,27.0,166.0,0.99474,2.9,0.49,9.5,5.594579515103466
4615,6.1,0.44,0.28,4.25,0.032,43.0,132.0,0.9916,3.26,0.47,11.26666667,7.849636056664409
4616,7.3,0.28,0.37,1.2,0.039,26.0,99.0,0.99198,3.01,0.62,10.8,5.4872818596180375
4617,5.2,0.5,0.18,2.0,0.036,23.0,129.0,0.98949,3.36,0.77,13.4,7.920402388949627
4618,6.1,0.44,0.28,4.25,0.032,43.0,132.0,0.9916,3.26,0.47,11.3,7.041347975852385
4619,6.4,0.62,0.12,4.7,0.06,33.0,196.0,0.99556,3.22,0.48,8.9,5.744522418015439
4620,6.4,0.38,0.19,4.5,0.038,36.0,119.0,0.99151,3.07,0.42,11.2,6.700094150644432
4621,7.5,0.305,0.38,1.4,0.047,30.0,95.0,0.99158,3.22,0.52,11.5,7.540501652403115
4622,6.5,0.5,0.22,4.1,0.036,35.0,131.0,0.9902,3.26,0.55,13.0,7.52833506868628
4623,6.6,0.4,0.3,5.3,0.038,20.0,125.0,0.99204,3.36,0.73,12.6,6.869598811384893
4624,6.4,0.4,0.25,4.2,0.032,15.0,91.0,0.98988,3.26,0.52,13.1,6.441748926725958
4625,8.3,0.49,0.23,6.65,0.034,6.0,158.0,0.99344,3.05,0.48,11.2,5.398590688462265
4626,6.3,0.3,0.91,8.2,0.034,50.0,199.0,0.99394,3.39,0.49,11.7,6.2754858700654506
4627,6.1,0.19,0.37,2.6,0.041,24.0,99.0,0.99153,3.18,0.5,10.9,6.89430293366088
4628,6.1,0.19,0.37,2.6,0.041,24.0,99.0,0.99153,3.18,0.5,10.9,6.0621643366003575
4629,5.6,0.24,0.34,2.0,0.041,14.0,73.0,0.98981,3.04,0.45,11.6,7.374926212565262
4630,5.7,0.25,0.32,12.2,0.041,43.0,127.0,0.99524,3.23,0.53,10.4,7.261119550343387
4631,6.6,0.21,0.39,2.3,0.041,31.0,102.0,0.99221,3.22,0.58,10.9,7.0462222264992445
4632,6.3,0.3,0.91,8.2,0.034,50.0,199.0,0.99394,3.39,0.49,11.7,6.057158991967017
4633,6.2,0.28,0.41,5.0,0.043,50.0,188.0,0.99318,3.23,0.64,10.8,6.38052714438669
4634,5.8,0.29,0.38,10.7,0.038,49.0,136.0,0.99366,3.11,0.59,11.2,6.260202739558025
4635,5.8,0.345,0.15,10.8,0.033,26.0,120.0,0.99494,3.25,0.49,10.0,6.298072201070138
4636,6.5,0.51,0.25,1.7,0.048,39.0,177.0,0.99212,3.28,0.57,10.56666667,5.831071598203671
4637,6.0,0.24,0.41,1.3,0.036,42.0,118.0,0.99018,3.04,0.64,11.73333333,6.104162958222176
4638,6.5,0.51,0.25,1.7,0.048,39.0,177.0,0.99212,3.28,0.57,10.6,5.895366019894102
4639,6.9,0.54,0.26,12.7,0.049,59.0,195.0,0.99596,3.26,0.54,10.5,6.932297597620404
4640,6.0,0.24,0.41,1.3,0.036,42.0,118.0,0.99018,3.04,0.64,11.75,6.356813563316896
4641,6.6,0.26,0.36,1.2,0.035,43.0,126.0,0.99094,3.01,0.63,11.4,6.80097288409308
4642,5.7,0.24,0.3,1.3,0.03,25.0,98.0,0.98968,3.37,0.43,12.4,7.185708734678424
4643,6.5,0.21,0.35,5.7,0.043,47.0,197.0,0.99392,3.24,0.5,10.1,6.002864661843133
4644,6.8,0.29,0.22,3.4,0.035,40.0,122.0,0.99024,3.09,0.47,12.3,6.0966743732987805
4645,5.0,0.24,0.34,1.1,0.034,49.0,158.0,0.98774,3.32,0.32,13.1,7.354376497604811
